oldname,species,island,site.lot,oldID,FinalNames,scannedby
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 10.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 10.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 11.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 11.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 12.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 12.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 13.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 13.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 14.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 14.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 15.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 15.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 16.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 16.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 17.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 17.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 18.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 18.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 19.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 19.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 2.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 2.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 3.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 3.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 4.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 4.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 5.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 5.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 6.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 6.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 7.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 7.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 8.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 8.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 9.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 9.jpg,A2Z
curtus,amastroides,SL,SL14-02,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 20.jpg,A2Zcurtus@@@SL14-02@@@RAD2015092307 copy 20.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 1.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 1.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 10.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 10.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 11.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 11.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 12.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 12.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 13.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 13.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 14.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 14.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 15.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 15.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 16.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 16.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 17.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 17.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 18.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 18.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 2.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 2.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 3.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 3.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 4.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 4.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 5.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 5.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 6.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 6.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 7.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 7.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 8.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 8.jpg,A2Z
deridderi,corini,SC,A-79,A2Zderidderi@@@A-79@@@RAD2015092201 copy 9.jpg,A2Zderidderi@@@A-79@@@RAD2015092201 copy 9.jpg,A2Z
duncanus,duncanus,PI,CAS025996,A2Zduncanus@@@CAS025996.jpg,A2Zduncanus@@@CAS025996.jpg,A2Z
duncanus,duncanus,PI,CAS204085,A2Zduncanus@@@CAS204085.jpg,A2Zduncanus@@@CAS204085.jpg,A2Z
duncanus,duncanus,PI,PI12-21,A2Zduncanus@@@PI12-21@@@RAD2015092302 copy 17.jpg,A2Zduncanus@@@PI12-21@@@RAD2015092302 copy 17.jpg,A2Z
duncanus,duncanus,PI,PI12-21,A2Zduncanus@@@PI12-21@@@RAD2015092302 copy 18.jpg,A2Zduncanus@@@PI12-21@@@RAD2015092302 copy 18.jpg,A2Z
duncanus,duncanus,PI,PI12-21,A2Zduncanus@@@PI12-21@@@RAD2015092302 copy 19.jpg,A2Zduncanus@@@PI12-21@@@RAD2015092302 copy 19.jpg,A2Z
duncanus,duncanus,PI,PI12-29,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 20.jpg,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 20.jpg,A2Z
duncanus,duncanus,PI,PI12-29,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 21.jpg,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 21.jpg,A2Z
duncanus,duncanus,PI,PI12-29,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 22.jpg,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 22.jpg,A2Z
duncanus,duncanus,PI,PI12-29,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 23.jpg,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 23.jpg,A2Z
duncanus,duncanus,PI,PI12-29,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 24.jpg,A2Zduncanus@@@PI12-29@@@RAD2015092302 copy 24.jpg,A2Z
duncanus,duncanus,PI,USNM107302a,A2Zduncanus@@@USNM107302a.jpg,A2Zduncanus@@@USNM107302a.jpg,A2Z
duncanus,duncanus,PI,USNM215935,A2Zduncanus@@@USNM215935-1.jpg,A2Zduncanus@@@USNM215935-1.jpg,A2Z
duncanus,duncanus,PI,USNM215935,A2Zduncanus@@@USNM215935-2.jpg,A2Zduncanus@@@USNM215935-2.jpg,A2Z
duncanus,duncanus,PI,USNM215935,A2Zduncanus@@@USNM215935-3.jpg,A2Zduncanus@@@USNM215935-3.jpg,A2Z
duncanus,duncanus,PI,USNM215935,A2Zduncanus@@@USNM215935-4.jpg,A2Zduncanus@@@USNM215935-4.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 1.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 1.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 10.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 10.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 11.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 11.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 12.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 12.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 13.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 13.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 14.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 14.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 15.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 15.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 16.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 16.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 2.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 2.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 3.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 3.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 4.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 4.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 5.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 5.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 6.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 6.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 7.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 7.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 8.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 8.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 9.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 9.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 17.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 17.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 18.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 18.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 19.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 19.jpg,A2Z
elaeodes,elaeodes,WF,CAS38056,A2Zelaeodes@@@38056@@@RAD2015120304 copy 20.jpg,A2Zelaeodes@@@38056@@@RAD2015120304 copy 20.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 1.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 1.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 10.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 10.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 11.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 11.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 12.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 12.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 13.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 13.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 14.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 14.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 15.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 15.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 16.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 16.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 17.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 17.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 18.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 18.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 19.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 19.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 2.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 2.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 20.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 20.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 3.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 3.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 4.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 4.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 5.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 5.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 6.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 6.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 7.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 7.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 8.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 8.jpg,A2Z
eschariferus,perspectivus,SL,CAS209021,A2Zeschariferus@@@209021@@@RAD2015120302 copy 9.jpg,A2Zeschariferus@@@209021@@@RAD2015120302 copy 9.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-01.jpg,A2Zeschariferus ventrosus@@@SF15-02-01.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-02.jpg,A2Zeschariferus ventrosus@@@SF15-02-02.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-03.jpg,A2Zeschariferus ventrosus@@@SF15-02-03.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-04.jpg,A2Zeschariferus ventrosus@@@SF15-02-04.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-05.jpg,A2Zeschariferus ventrosus@@@SF15-02-05.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-06.jpg,A2Zeschariferus ventrosus@@@SF15-02-06.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-07.jpg,A2Zeschariferus ventrosus@@@SF15-02-07.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-08.jpg,A2Zeschariferus ventrosus@@@SF15-02-08.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-09.jpg,A2Zeschariferus ventrosus@@@SF15-02-09.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-10.jpg,A2Zeschariferus ventrosus@@@SF15-02-10.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-11.jpg,A2Zeschariferus ventrosus@@@SF15-02-11.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-12.jpg,A2Zeschariferus ventrosus@@@SF15-02-12.jpg,A2Z
eschariferus ventrosus,ventrosus,SF,SF15-02,A2Zeschariferus ventrosus@@@SF15-02-13.jpg,A2Zeschariferus ventrosus@@@SF15-02-13.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 1.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 1.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 2.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 2.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 3.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 3.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 4.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 4.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 5.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 5.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 6.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 6.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 7.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 7.jpg,A2Z
FA sp.1,perrus,FA,CAS37884,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 8.jpg,A2ZFA sp.1@@@037884@@@RAD2016011201 copy 8.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@1.jpg,A2Zgalapaganus@@@USNM861551@@@1.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@2.jpg,A2Zgalapaganus@@@USNM861551@@@2.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@3.jpg,A2Zgalapaganus@@@USNM861551@@@3.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@4.jpg,A2Zgalapaganus@@@USNM861551@@@4.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@5.jpg,A2Zgalapaganus@@@USNM861551@@@5.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@10.jpg,A2Zgalapaganus@@@USNM861551@@@10.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@11.jpg,A2Zgalapaganus@@@USNM861551@@@11.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@12.jpg,A2Zgalapaganus@@@USNM861551@@@12.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@13.jpg,A2Zgalapaganus@@@USNM861551@@@13.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@6.jpg,A2Zgalapaganus@@@USNM861551@@@6.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@7.jpg,A2Zgalapaganus@@@USNM861551@@@7.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@8.jpg,A2Zgalapaganus@@@USNM861551@@@8.jpg,A2Z
galapaganus,galapaganus,FL,USNM861551,A2Zgalapaganus@@@USNM861551@@@9.jpg,A2Zgalapaganus@@@USNM861551@@@9.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 1.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 1.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 10.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 10.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 2.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 2.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 3.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 3.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 4.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 4.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 5.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 5.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 6.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 6.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 7.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 7.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 8.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 8.jpg,A2Z
invalidus,invalidus,FL,CAS209023,A2Zinvalidus@@@209023@@@RAD2015120303 copy 9.jpg,A2Zinvalidus@@@209023@@@RAD2015120303 copy 9.jpg,A2Z
invalidus,invalidus,FL,MCZ278786,A2Zinvalidus@@@MCZ278786-1.jpg,A2Zinvalidus@@@MCZ278786-1.jpg,A2Z
invalidus,invalidus,FL,MCZ278786,A2Zinvalidus@@@MCZ278786-2.jpg,A2Zinvalidus@@@MCZ278786-2.jpg,A2Z
invalidus,invalidus,FL,USNM107462,A2Zinvalidus@@@USNM107462.jpg,A2Zinvalidus@@@USNM107462.jpg,A2Z
invalidus,invalidus,FL,USNM108501,A2Zinvalidus@@@USNM108501-1.jpg,A2Zinvalidus@@@USNM108501-1.jpg,A2Z
invalidus,invalidus,FL,USNM108501,A2Zinvalidus@@@USNM108501-2.jpg,A2Zinvalidus@@@USNM108501-2.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 10.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 10.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 11.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 11.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 12.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 12.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 13.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 13.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 14.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 14.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 15.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 15.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 16.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 16.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 17.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 17.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 18.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 18.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 19.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 19.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 2.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 2.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 20.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 20.jpg,A2Z
jacobi,jacobi,SA,SA01-01-1,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 3.jpg,A2Zjacobi@@@SA01-01-1@@@RAD2015092310 copy 3.jpg,A2Z
