"","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp"
"saeronius",-0.0630945237172896,0.0227989025970798,0.0100617434517533,-0.0196138747967886,-0.0120614429898554,-0.00693310982880065,0.0136500784648016,-0.0033392829293863,0.00882201696836037,0.00282492382345692,0.00775399941050001,0.00501494852494905,0.00134421506289487,-0.000266828244091208,-0.0015910808118158,0.00093224925088755,0.000315699796542993,-0.00111583979534724,0.000349439602800599,0.00119802076309484,-4.53967794720479e-05,0.000494028710588516,0.000445974524338454,-0.000205926217913522
"sculpturatus",0.0253711062943095,0.00610367617367149,0.0139992867280089,0.0063211650555219,-0.00557631868826093,-0.0148972718052032,-0.00744381123660066,-0.00463906860042253,-0.00717747560016056,-0.00320984908816589,0.000422248425124669,-0.00518447792477814,0.0049701877873127,-4.74344732214449e-05,-0.00228802961375261,0.00078050841856741,0.000571312567652629,0.00123113922069549,0.000491382042534816,-0.000601051250757715,-0.000622621882196814,0.000167282488529865,-0.000494822444157286,-0.000145531003272608
"simrothi",-0.027125836568929,0.00861164129496639,0.00451814464105265,0.00661364927622267,0.00421005416348266,0.00576707089970375,-1.34801925464617e-05,-0.0112677729964791,-0.00706305295094997,-0.0122292101139937,0.00219722378525164,0.00665524674907328,-0.00226400032088397,-0.00112613868396624,-0.00109420844847131,0.000675560622107501,-0.000919773683757615,0.00113403245369574,-7.98438030524625e-05,0.0011318238873823,-0.00254238350102043,0.00143488944062155,0.000355003939960228,0.000838533522030498
"snodgrassi",0.0996320725934441,-0.0339164003531116,-0.0213894558581446,-0.00288331298269901,0.0121473239637894,0.0200068852572618,0.01196008382808,-0.005237181613477,0.00594218696602666,-0.000258467928119172,-0.00292187489708959,-0.000625717554711334,0.00453853443379537,0.00153460032431495,0.00127522560548824,-0.00395783018790268,-0.0007691086899938,-0.000394624057934989,0.0021816280794879,-4.02715298462703e-05,-9.92063200874865e-05,0.000935580637254324,0.000675806987790156,0.000167291026469935
"steadmani",0.0149772307453174,0.037413283777434,-0.0184210140559476,-0.0142625449760909,0.0147695891599867,-0.00184652219607633,0.00531110846215046,-0.00805716165355415,-0.00120755252481143,-0.00199835008507118,0.00118267215528704,0.00457446934207211,-0.00115984845691889,-0.000514924242632663,-0.000433716855731312,-0.00180775874515789,-0.000407393487054082,0.000464687773638961,-0.000357703815868853,-4.84658301026829e-05,-0.000898775565757711,-0.000140641548806093,-3.65655532028219e-05,5.06155463562123e-05
"tanneri",-0.0420316064397282,-0.00471097170702435,-0.00377872175948124,-0.0419769457943339,0.00783216502979318,0.00527354089600229,-0.0125031061441812,0.0059043996012371,0.00890581406574851,0.00747877020248147,0.00045383566562752,-0.00279021604459406,0.000228697118339715,-0.00256376558666044,0.00145412340269505,-0.00120626715114164,-0.000751688014844048,-0.000400612992449639,0.000602790142108271,-0.00121594463772386,0.00152731493036718,0.000703761524726116,8.36304661598723e-05,0.000286237190343743
"tortuganus",-0.0609266606912846,0.0119625595866505,-0.00126071224889437,0.00675056912329016,0.0106175736030091,0.00475997127834025,-0.00690991035596345,0.00938163085377448,-0.00359682981319867,-0.00959935377658152,0.00274396155145138,-0.000516480028536253,-0.00327779259414887,0.000793842772331389,-0.000395725146966079,-0.0012915598649335,-0.000182255166945733,-0.000323605809744075,-0.000242424767662009,0.00168459089308444,-0.000100665605165722,0.00062784365453523,-0.000412992100175983,0.000541245179612593
"trogonius",-0.0415745449409668,0.0165409844865702,-0.0230674985304071,0.0197689710146344,0.00275500577909714,-0.015452384724287,0.00156969585087898,0.0070901340801923,-0.00124829590016902,-0.00205314502531352,-0.000523032491422561,-0.00330419883673963,-0.000317933075314407,0.00172169305418011,0.00197199120838218,-0.00165108528023374,-0.000963548973693476,0.000433899627631136,-0.00143391259401653,-0.000477258202445439,0.00131407901334514,-4.2409007212944e-05,6.3023507939622e-05,4.04383950560668e-06
"unifasciatus",-0.0860470793589624,-0.0663453886187495,0.0410512607249028,0.0255832403136865,-0.00743203343579939,0.00373705759945908,-0.00452568341845156,-0.00689348332130974,0.000684702457388141,0.00980564378763323,-0.00497736456671244,0.00230940040059317,-0.00245793301550433,-0.000134577881461384,-0.00021962651637807,0.00321530132372333,0.00331767068225685,-0.000410391439478682,-0.000940949699485369,0.00109201700453914,-3.42163884157834e-06,0.000763901789827182,4.8326514729622e-05,3.28646561501004e-05
"ustulatus",-0.00692730904634106,0.00931983254320129,0.00454626558140096,0.00841000813278928,-0.00404803475022691,-0.0103171456165991,-0.00568064585614896,0.000846135237825805,-0.00216828027872301,-0.00122903372522815,0.00313310591009399,-0.00503312774214547,0.00151437423750054,0.000931839423200929,-0.00193430997530138,4.69763867470769e-05,0.000471187130661846,4.80226895331182e-05,0.000698255358440934,0.000760738771788756,0.000259696728246857,0.000132289232787605,-0.000151356790146911,-2.0461673178901e-05
"ventrosus",0.039857271416202,-0.026472232945001,-0.0322566201389719,0.00792777684992112,0.00392362774367941,-0.00662485476934113,0.00023532552153003,-0.00243643913694308,-7.36895813400336e-06,0.00056002704582279,-0.00501808459495356,0.00201153923595209,4.09946184916847e-05,0.00172979811040615,-0.000746506671448975,0.000966869846329938,0.00264160557931783,-0.000951118556666153,0.000158325550423938,9.45929839286531e-07,0.000541339090554835,-0.000333156956067922,0.000629187886366973,0.000100320643385561
"wolfi",-0.0628253427209352,0.031541811428416,-0.00579327542962879,-0.0242844046659735,-0.0139324419716439,0.00211548277032601,0.00858652554794505,0.0054792035580306,0.00176154542568782,-0.00136604789057064,-0.000355774836782234,0.000383719002683875,3.21334959120151e-05,0.00182187642641566,6.1997683230129e-05,-0.00015961732894698,0.00121934771093426,-0.000359576211058004,0.00027755992702255,0.000193682600785617,-9.23616306577792e-05,-0.00013509809009341,3.25854025143087e-05,-5.70392655500371e-05
